"chanel","folder","date","time","site","sample","volts","amps","temp_before","temp_after","irr_before","irr_after"
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",0,2.1069,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",0.406664,2.1069,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",0.404061,2.109587,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",0.718982,2.11042,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",0.908325,2.110143,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",1.098318,2.109679,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",1.290264,2.109494,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",1.477004,2.109587,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",1.667648,2.109031,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",1.851786,2.109031,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",2.04243,2.108475,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",2.228519,2.109124,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",2.420465,2.107734,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",2.610458,2.107734,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",2.796548,2.107827,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",2.986541,2.107086,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",3.174583,2.107364,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",3.365878,2.107549,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",3.550666,2.106715,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",3.740659,2.106437,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",3.925447,2.106159,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",4.118044,2.105974,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",4.306736,2.105418,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",4.494127,2.10514,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",4.686072,2.104585,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",4.87021,2.10477,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",5.064107,2.104955,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",5.248244,2.10338,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",5.44019,2.102825,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",5.630183,2.102547,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",5.81367,2.102084,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",6.004314,2.10162,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",6.191055,2.101435,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",6.381048,2.100601,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",6.572343,2.099675,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",6.757131,2.098934,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",6.943221,2.095877,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",7.128008,2.094488,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",7.323858,2.090412,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",7.509947,2.084761,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",7.693434,2.077444,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",7.882777,2.068088,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",8.070168,2.055675,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",8.256908,2.039187,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",8.436491,2.019734,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",8.625834,1.992686,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",8.805416,1.960172,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",8.990855,1.919878,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",9.168487,1.876619,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",9.350021,1.854202,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",9.539364,1.846884,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",9.726756,1.840122,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",9.915446,1.833267,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",10.099585,1.826968,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",10.290229,1.820855,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",10.477619,1.815389,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",10.663058,1.808905,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",10.848498,1.80344,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",11.039141,1.797697,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",11.226532,1.793065,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",11.410018,1.788063,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",11.602615,1.782413,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",11.790657,1.778893,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",11.976096,1.773705,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",12.170644,1.769537,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",12.355432,1.764813,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",12.543473,1.761663,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",12.728912,1.757217,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",12.918254,1.75416,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",13.108247,1.749806,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",13.295639,1.746935,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",13.484331,1.744156,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",13.669769,1.740914,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",13.861716,1.738413,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",14.050407,1.735356,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",14.237799,1.733689,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",14.425841,1.730354,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",14.615184,1.729613,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",14.805177,1.726649,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",14.993869,1.724889,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",15.181911,1.723406,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",15.370602,1.721739,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",15.559294,1.719423,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",15.747336,1.718219,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",15.935378,1.716644,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",16.126672,1.715533,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",16.316016,1.712847,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",16.503406,1.712476,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",16.691447,1.709975,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",16.876886,1.708493,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",17.065579,1.707474,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",17.255573,1.705529,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",17.445566,1.704417,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",17.632956,1.702009,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",17.824249,1.700897,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",18.009039,1.69923,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",18.200984,1.697748,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",18.387074,1.696173,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",18.578369,1.695154,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",18.765108,1.693209,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",18.949246,1.692653,27.02248,27.02248,817.7503,821.4188
209,"2013-08-13","08/13/2013","09:10:27",10,"sa18148.00",19.143144,1.690985,27.02248,27.02248,817.7503,821.4188
