"chanel","folder","date","time","site","sample","volts","amps","temp_before","temp_after","irr_before","irr_after"
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",0,7.102885,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",1.447448,7.102885,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",1.460459,7.111323,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",1.737588,7.111045,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",1.930798,7.109376,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",2.116852,7.109561,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",2.312664,7.109561,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",2.494164,7.109468,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",2.685423,7.107614,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",2.872778,7.108633,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",3.058832,7.106965,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",3.246837,7.108541,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",3.434843,7.107521,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",3.623499,7.107985,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",3.812155,7.106779,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",3.99951,7.106409,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",4.186865,7.104739,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",4.377473,7.106779,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",4.562226,7.10715,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",4.752834,7.105203,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",4.940839,7.105481,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",5.130146,7.10409,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",5.316851,7.102699,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",5.505507,7.104925,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",5.694813,7.105388,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",5.878916,7.102792,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",6.068873,7.103441,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",6.258179,7.10205,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",6.446185,7.100567,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",6.63354,7.102606,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",6.820245,7.102235,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",7.008901,7.099268,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",7.194305,7.100195,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",7.383611,7.098619,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",7.573568,7.099454,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",7.758972,7.101308,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",7.94958,7.097692,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",8.137585,7.09797,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",8.326241,7.097043,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",8.512296,7.094724,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",8.699,7.095188,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",8.890908,7.097878,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",9.079565,7.094724,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",9.264968,7.094353,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",9.452974,7.093148,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",9.639027,7.091386,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",9.825732,7.092592,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",10.019592,7.094261,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",10.206297,7.091572,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",10.394303,7.091572,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",10.579707,7.089625,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",10.768362,7.08879,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",10.95897,7.092406,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",11.143073,7.091294,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",11.336282,7.089717,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",11.520384,7.088419,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",11.709691,7.085915,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",11.898347,7.084525,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",12.085703,7.089718,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",12.273708,7.086657,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",12.462364,7.086472,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",12.652972,7.083876,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",12.835124,7.082114,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",13.025081,7.081744,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",13.214386,7.085081,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",13.401091,7.081651,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",13.589748,7.081094,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",13.780354,7.079147,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",13.967711,7.077384,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",14.158318,7.078497,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",14.346974,7.080259,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",14.530426,7.077477,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",14.720384,7.076457,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",14.906438,7.073305,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",15.093141,7.071914,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",15.287654,7.074603,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",15.472406,7.07451,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",15.661713,7.072285,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",15.849718,7.070152,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",16.037724,7.067556,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",16.227681,7.066536,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",16.412433,7.069225,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",16.600441,7.068204,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",16.789096,7.066721,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",16.9745,7.063661,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",17.163806,7.061529,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",17.351161,7.06088,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",17.541768,7.064125,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",17.727171,7.063012,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",17.923147,7.060114,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",18.105786,7.055872,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",18.29119,7.055223,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",18.482446,7.055779,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",18.673056,7.05717,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",18.856506,7.055315,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",19.043863,7.0517,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",19.233818,7.048176,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",19.420523,7.047063,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",19.60853,7.048825,NA,NA,0.007249908,0.007288026
209,"2014-08-15","08/15/2014","11:00:01",10,"sa18148.00",19.795883,7.048083,NA,NA,0.007249908,0.007288026
